"","Inc_month","Site","Location","Depth","Analyte","Spike_µg_L","Mean_Spike_Conc","Volume_lake_water_L","Type","NO2_NO3_mgNL","NH4_mgNL","Conc_ugNLK","pH","Weight_g","AFDM_g","real_icu_hrc","delta_Conc_ugNL","delta_Conc_ugNLhr","water_delta_Conc_ugNLhr","net_delta_Conc_ugNLhr","net_delta_Conc_ugNLhr_OM","flag"
"231","July","BW10m","BW",10,"NH3",0,0,0.025,"sediment",NA,0.00421200475025121,4.21200475025121,7.95,2.01,0.05063337771,6.53333333333333,4.21200475025121,0.644694604630287,1.06956385396102,-0.424869249330728,0.209777259856208,FALSE
"232","July","BW10m","BW",10,"NH3",100,115.095478640585,0.025,"sediment",NA,0.000979535988430513,1,7.95,2.01,0.05063337771,6.5,-114.095478640585,-17.5531505600901,-0.583057135970572,-16.9700934241195,8.3789064603367,FALSE
"233","July","BW10m","BW",10,"NH3",100,115.095478640585,0.025,"sediment",NA,0.0221375133385296,22.1375133385296,7.95,1.96,0.04937384095,6.5,-92.9579653020557,-14.3012254310855,-0.583057135970572,-13.7181682951149,6.94607105258788,FALSE
"234","July","BW10m","BW",10,"NH3",100,115.095478640585,0.025,"sediment",NA,0.00176316477917492,1,7.95,2.07,0.05214482182,6.5,-114.095478640585,-17.5531505600901,-0.583057135970572,-16.9700934241195,8.13603960653033,FALSE
"235","July","BW10m","BW",10,"NH3",200,252.818238613916,0.025,"sediment",NA,0.00264474716876239,2.64474716876239,7.95,2.02,0.05088528506,6.58333333333333,-250.173491445153,-38.0010366752132,-5.44238611232993,-32.5586505628832,15.9961030602917,FALSE
"236","July","BW10m","BW",10,"NH3",200,252.818238613916,0.025,"sediment",NA,0.0161623438091035,16.1623438091035,7.95,2.05,0.05164100712,6.58333333333333,-236.655894804812,-35.9477308564272,-5.44238611232993,-30.5053447440972,14.7679850013435,FALSE
"237","July","BW10m","BW",10,"NH3",200,252.818238613916,0.025,"sediment",NA,0.0102851278785204,10.2851278785204,7.95,2.07,0.05214482182,6.58333333333333,-242.533110735395,-36.8404725167689,-5.44238611232993,-31.398086404439,15.0533098534802,FALSE
"238","July","BW10m","BW",10,"NH3",800,669.512848092256,0.025,"sediment",NA,0.0214518381466282,21.4518381466282,7.95,2.05,0.05164100712,6.63333333333333,-648.061009945628,-97.6976396902956,8.88499386316699,-106.582633553463,51.5978674204556,FALSE
"239","July","BW10m","BW",10,"NH3",800,669.512848092256,0.025,"sediment",NA,0.0157705294137313,15.7705294137313,7.95,2.03,0.05113719242,6.63333333333333,-653.742318678525,-98.5541183937474,8.88499386316699,-107.439112256914,52.5249369257973,FALSE
"240","July","BW10m","BW",10,"NH3",800,669.512848092256,0.025,"sediment",NA,0.0433934442874717,43.3934442874717,7.95,2.01,0.05063337771,6.63333333333333,-626.119403804784,-94.389859870068,8.88499386316699,-103.274853733235,50.9914894107679,FALSE
"241","July","BW10m","BW",10,"NH3",1600,1429.17565831973,0.025,"sediment",NA,0.17592466352212,175.92466352212,7.95,2.03,0.05113719242,6.68333333333333,-1253.25099479761,-187.518852089418,-18.5059065477781,-169.01294554164,82.6272119876582,FALSE
"242","July","BW10m","BW",10,"NH3",1600,1429.17565831973,0.025,"sediment",NA,0.150064913427555,150.064913427555,7.95,1.98,0.04987765566,6.68333333333333,-1279.11074489218,-191.388141380376,-18.5059065477781,-172.882234832598,86.6531478599759,FALSE
"243","July","BW10m","BW",10,"NH3",1600,1429.17565831973,0.025,"sediment",NA,0.171614705173026,171.614705173026,7.95,1.94,0.04887002625,6.68333333333333,-1257.56095314671,-188.163733637911,-18.5059065477781,-169.657827090133,86.7903294251521,FALSE
"244","July","BW10m","BW",10,"NH3",2000,1734.62763071198,0.025,"sediment",NA,0.296015775703701,296.015775703701,7.95,2,0.05038147036,4.78333333333333,-1438.61185500828,-300.755091639361,29.7483411376881,-330.50343277705,164.000489870305,FALSE
"245","July","BW10m","BW",10,"NH3",2000,1734.62763071198,0.025,"sediment",NA,0.387896251418483,387.896251418483,7.95,1.94,0.04887002625,4.78333333333333,-1346.7313792935,-281.546629817456,29.7483411376881,-311.294970955144,159.246369831418,FALSE
"246","July","BW10m","BW",10,"NH3",2000,1734.62763071198,0.025,"sediment",NA,0.422865686205453,422.865686205453,7.95,2.03,0.05113719242,4.78333333333333,-1311.76194450653,-274.23594658673,29.7483411376881,-303.984287724418,148.612132060231,FALSE
"247","July","GB0.5m","GB",0.5,"NH3",0,0,0.025,"sediment",NA,0.00734948728631363,7.34948728631363,8.18,2.06,0.008340255221,4.66666666666667,7.34948728631363,1.57489013278149,0.143884892086331,1.43100524069516,-4.28945278884278,FALSE
"248","July","GB0.5m","GB",0.5,"NH3",0,0,0.025,"sediment",NA,0.00848017763805419,8.48017763805419,8.18,2,0.008097335166,4.66666666666667,8.48017763805419,1.81718092244018,0.143884892086331,1.67329603035385,-5.16619355643038,FALSE
"249","July","GB0.5m","GB",0.5,"NH3",0,0,0.025,"sediment",NA,0.0100819889696867,10.0819889696867,8.18,2.04,0.008259281869,4.66666666666667,10.0819889696867,2.16042620779001,0.143884892086331,2.01654131570368,-6.10386395478421,FALSE
"250","July","GB0.5m","GB",0.5,"NH3",100,100.097504194365,0.025,"sediment",NA,0.0770753923103148,77.0753923103148,8.18,1.92,0.007773441759,6.7,-23.0221118840506,-3.43613610209711,-0.598390628488274,-2.83774547360883,9.1264126032826,FALSE
"251","July","GB0.5m","GB",0.5,"NH3",100,100.097504194365,0.025,"sediment",NA,0.0716103889435687,71.6103889435687,8.18,2.07,0.008380741896,6.7,-28.4871152507967,-4.25180824638757,-0.598390628488274,-3.6534176178993,10.8982523958977,FALSE
"252","July","GB0.5m","GB",0.5,"NH3",100,100.097504194365,0.025,"sediment",NA,0.072175734119439,72.175734119439,8.18,2.05,0.008299768545,6.7,-27.9217700749264,-4.167428369392,-0.598390628488274,-3.56903774090373,10.750413465005,FALSE
"253","July","GB0.5m","GB",0.5,"NH3",200,175.131372258482,0.025,"sediment",NA,0.166305705901841,166.305705901841,8.18,1.97,0.007975875138,6.68333333333333,-8.82566635664102,-1.32054858204105,2.9485122551058,-4.26906083714686,13.3811674684057,FALSE
"254","July","GB0.5m","GB",0.5,"NH3",200,175.131372258482,0.025,"sediment",NA,0.164515446178251,164.515446178251,8.18,2.04,0.008259281869,6.68333333333333,-10.615926080231,-1.58841786736623,2.9485122551058,-4.53693012247204,13.7328226425494,FALSE
"255","July","GB0.5m","GB",0.5,"NH3",200,175.131372258482,0.025,"sediment",NA,0.165834584921949,165.834584921949,8.18,1.97,0.007975875138,6.68333333333333,-9.29678733653301,-1.39104049923187,2.9485122551058,-4.33955275433768,13.6021210188662,FALSE
"256","July","GB0.5m","GB",0.5,"NH3",800,630.548319487319,0.025,"sediment",NA,0.636955564813848,636.955564813848,8.18,2.09,0.008461715248,6.85,6.40724532652939,0.935364281245167,21.3855669272342,-20.450202645989,60.4197909248441,FALSE
"257","July","GB0.5m","GB",0.5,"NH3",800,630.548319487319,0.025,"sediment",NA,0.663149891295838,663.149891295838,8.18,2.07,0.008380741896,6.85,32.6015718085193,4.75935354868895,21.3855669272342,-16.6262133785452,49.5964843711529,FALSE
"258","July","GB0.5m","GB",0.5,"NH3",800,630.548319487319,0.025,"sediment",NA,0.567606556573761,567.606556573761,8.18,1.95,0.007894901786,6.85,-62.9417629135576,-9.18857852752665,21.3855669272342,-30.5741454547608,96.8161045048649,FALSE
"259","July","GB0.5m","GB",0.5,"NH3",1600,1524.7987554528,0.025,"sediment",NA,1.24969551126125,1249.69551126125,8.18,2.09,0.008461715248,6.85,-275.103244191547,-40.1610575462112,2.6965331963836,-42.8575907425948,126.622054413627,FALSE
"260","July","GB0.5m","GB",0.5,"NH3",1600,1524.7987554528,0.025,"sediment",NA,1.24451318048244,1244.51318048244,8.18,1.97,0.007975875138,6.85,-280.285574970357,-40.9176021854535,2.6965331963836,-43.6141353818371,136.70642602604,FALSE
"261","July","GB0.5m","GB",0.5,"NH3",1600,1524.7987554528,0.025,"sediment",NA,1.13427087118774,1134.27087118774,8.18,2.01,0.008137821841,6.85,-390.527884265057,-57.0113699657017,2.6965331963836,-59.7079031620853,183.427163707568,FALSE
"262","July","GB0.5m","GB",0.5,"NH3",2000,1766.57804233332,0.025,"sediment",NA,1.62913634846619,1629.13634846619,8.18,2.05,0.008299768545,6.81666666666667,-137.44169386713,-20.1625956773296,30.2641201945238,-50.4267158718534,151.891934089631,FALSE
"263","July","GB0.5m","GB",0.5,"NH3",2000,1766.57804233332,0.025,"sediment",NA,1.55074181741218,1550.74181741218,8.18,2.02,0.008178308517,6.81666666666667,-215.83622492114,-31.6630158808518,30.2641201945238,-61.9271360753757,189.303007910039,FALSE
"264","July","GB0.5m","GB",0.5,"NH3",2000,1766.57804233332,0.025,"sediment",NA,1.6643761977621,1664.3761977621,8.18,1.99,0.00805684849,6.81666666666667,-102.20184457122,-14.9929356339198,30.2641201945238,-45.2570558284436,140.430392493466,FALSE
"265","July","GB3m","GB",3,"NH3",0,0,0.025,"sediment",NA,0.00263827748739464,2.63827748739464,8.18,1.97,0.006803076367,4.68333333333333,2.63827748739464,0.563333271329816,0.143884892086331,0.419448379243485,-1.54139229304452,FALSE
"266","July","GB3m","GB",3,"NH3",0,0,0.025,"sediment",NA,-0.00857440183403257,1,8.18,2.02,0.00697574328,4.68333333333333,1,0.213523131672598,0.143884892086331,0.0696382395862669,-0.249572829700905,FALSE
"267","July","GB3m","GB",3,"NH3",0,0,0.025,"sediment",NA,0.0144163019846921,14.4163019846921,8.18,1.94,0.006699476219,4.68333333333333,14.4163019846921,3.07821394690935,0.143884892086331,2.93432905482301,-10.9498450285603,FALSE
"268","July","GB3m","GB",3,"NH3",100,100.097504194365,0.025,"sediment",NA,-0.00339207105522168,1,8.18,2.09,0.007217476958,6.73333333333333,-99.0975041943654,-14.7174511179751,-0.598390628488274,-14.1190604894868,48.9058038274612,FALSE
"269","July","GB3m","GB",3,"NH3",100,100.097504194365,0.025,"sediment",NA,-0.00254405329141626,1,8.18,2.05,0.007079343427,6.73333333333333,-99.0975041943654,-14.7174511179751,-0.598390628488274,-14.1190604894868,49.8600634192923,FALSE
"270","July","GB3m","GB",3,"NH3",100,100.097504194365,0.025,"sediment",NA,-0.00131913874369732,1,8.18,2.09,0.007217476958,6.73333333333333,-99.0975041943654,-14.7174511179751,-0.598390628488274,-14.1190604894868,48.9058038274612,FALSE
"271","July","GB3m","GB",3,"NH3",200,175.131372258482,0.025,"sediment",NA,0.0608688306020334,60.8688306020334,8.18,2,0.006906676514,6.73333333333333,-114.262541656449,-16.9696844044231,2.9485122551058,-19.9181966595289,72.0976167739802,FALSE
"272","July","GB3m","GB",3,"NH3",200,175.131372258482,0.025,"sediment",NA,0.042400888190271,42.400888190271,8.18,2.09,0.007217476958,6.73333333333333,-132.730484068211,-19.7124481289422,2.9485122551058,-22.660960384048,78.4933589532633,FALSE
"273","July","GB3m","GB",3,"NH3",200,175.131372258482,0.025,"sediment",NA,0.0821634988931473,82.1634988931473,8.18,1.98,0.006837609749,6.73333333333333,-92.9678733653347,-13.8071099057428,2.9485122551058,-16.7556221608486,61.2627174404736,FALSE
"274","July","GB3m","GB",3,"NH3",800,630.548319487319,0.025,"sediment",NA,0.476962880042559,476.962880042559,8.18,2.02,0.00697574328,6.05,-153.58543944476,-25.3860230487206,21.3855669272342,-46.7715899759548,167.622245037502,FALSE
"275","July","GB3m","GB",3,"NH3",800,630.548319487319,0.025,"sediment",NA,0.471309428283856,471.309428283856,8.18,1.94,0.006699476219,6.05,-159.238891203463,-26.3204778848698,21.3855669272342,-47.706044812104,178.021546956192,FALSE
"276","July","GB3m","GB",3,"NH3",800,630.548319487319,0.025,"sediment",NA,0.453877952027856,453.877952027856,8.18,1.99,0.006872143132,6.05,-176.670367459463,-29.2017136296632,21.3855669272342,-50.5872805568974,184.03022021376,FALSE
"277","July","GB3m","GB",3,"NH3",1600,1524.7987554528,0.025,"sediment",NA,0.982381467270589,982.381467270589,8.18,2.03,0.007010276662,6.78333333333333,-542.417288182208,-79.9632365870577,2.6965331963836,-82.6597697834413,294.780697570425,FALSE
"278","July","GB3m","GB",3,"NH3",1600,1524.7987554528,0.025,"sediment",NA,1.02864554749597,1028.64554749597,8.18,2.07,0.007148410193,6.78333333333333,-496.153207956827,-73.1429790599745,2.6965331963836,-75.8395122563581,265.232094300573,FALSE
"279","July","GB3m","GB",3,"NH3",1600,1524.7987554528,0.025,"sediment",NA,0.977952930059605,977.952930059605,8.18,1.96,0.006768542984,6.78333333333333,-546.845825393192,-80.6160921955565,2.6965331963836,-83.3126253919401,307.71993909502,FALSE
"280","July","GB3m","GB",3,"NH3",2000,1766.57804233332,0.025,"sediment",NA,0.856780614031409,856.780614031409,8.18,2.06,0.00711387681,6.91666666666667,-909.797428301911,-131.536977585818,30.2641201945238,-161.801097780342,568.610836614776,FALSE
"281","July","GB3m","GB",3,"NH3",2000,1766.57804233332,0.025,"sediment",NA,1.36031471733987,1360.31471733987,8.18,2.02,0.00697574328,6.91666666666667,-406.26332499345,-58.7368662641133,30.2641201945238,-89.0009864586371,318.96596135429,FALSE
"282","July","GB3m","GB",3,"NH3",2000,1766.57804233332,0.025,"sediment",NA,1.33562797799354,1335.62797799354,8.18,2.05,0.007079343427,6.91666666666667,-430.95006433978,-62.3060333985224,30.2641201945238,-92.5701535930463,326.902326986962,FALSE
"283","July","SH3m","SH",3,"NH3",0,0,0.025,"sediment",NA,-0.00942241959783799,1,8.18,1.94,0.02794301807,6.68333333333333,1,0.149625935162095,0.143884892086331,0.00574104307576384,-0.00513638421356452,FALSE
"284","July","SH3m","SH",3,"NH3",0,0,0.025,"sediment",NA,-0.0105531099495786,1,8.18,1.92,0.02765494572,6.68333333333333,1,0.149625935162095,0.143884892086331,0.00574104307576384,-0.00518988821555698,FALSE
"285","July","SH3m","SH",3,"NH3",0,0,0.025,"sediment",NA,-0.00989354057772989,1,8.18,2.01,0.0289512713,6.68333333333333,1,0.149625935162095,0.143884892086331,0.00574104307576384,-0.00495750516123608,FALSE
"286","July","SH3m","SH",3,"NH3",100,100.097504194365,0.025,"sediment",NA,0.0272307926377518,27.2307926377518,8.18,2.02,0.02909530747,6.68333333333333,-72.8667115566136,-10.9027498588449,-0.598390628488274,-10.3043592303567,8.85397004395075,FALSE
"287","July","SH3m","SH",3,"NH3",100,100.097504194365,0.025,"sediment",NA,0.0301517427130816,30.1517427130816,8.18,2.03,0.02923934365,6.68333333333333,-69.9457614812838,-10.4656999722619,-0.598390628488274,-9.86730934377364,8.43667137495205,FALSE
"288","July","SH3m","SH",3,"NH3",100,100.097504194365,0.025,"sediment",NA,0.0353340734918925,35.3340734918925,8.18,2.09,0.0301035607,6.68333333333333,-64.7634307024729,-9.69028888316303,-0.598390628488274,-9.09189825467476,7.55051731693882,FALSE
"289","July","SH3m","SH",3,"NH3",200,175.131372258482,0.025,"sediment",NA,0.0817866021092338,81.7866021092338,8.18,2.07,0.02981548835,6.81666666666667,-93.3447701492482,-13.6936093128481,2.9485122551058,-16.642121567954,13.954258750179,FALSE
"290","July","SH3m","SH",3,"NH3",200,175.131372258482,0.025,"sediment",NA,0.0974278186416449,97.4278186416449,8.18,1.99,0.02866319895,6.81666666666667,-77.7035536168371,-11.3990543203184,2.9485122551058,-14.3475665754242,12.5139264815243,FALSE
"291","July","SH3m","SH",3,"NH3",200,175.131372258482,0.025,"sediment",NA,0.0982758364054503,98.2758364054503,8.18,1.98,0.02851916277,6.81666666666667,-76.8555358530317,-11.2746507363861,2.9485122551058,-14.2231629914919,12.4680755061063,FALSE
"292","July","SH3m","SH",3,"NH3",800,630.548319487319,0.025,"sediment",NA,0.476680207454624,476.680207454624,8.18,2.05,0.029527416,6.8,-153.868112032695,-22.6276635342198,21.3855669272342,-44.013230461454,37.2647156641255,FALSE
"293","July","SH3m","SH",3,"NH3",800,630.548319487319,0.025,"sediment",NA,0.542260247855576,542.260247855576,8.18,1.94,0.02794301807,6.8,-88.2880716317426,-12.9835399458445,21.3855669272342,-34.3691068730787,30.7492794684711,FALSE
"294","July","SH3m","SH",3,"NH3",800,630.548319487319,0.025,"sediment",NA,0.499294014489435,499.294014489435,8.18,2.05,0.029527416,6.8,-131.254304997884,-19.3021036761594,21.3855669272342,-40.6876706033935,34.4490613430189,FALSE
"295","July","SH3m","SH",3,"NH3",1600,1524.7987554528,0.025,"sediment",NA,1.17751977714181,1177.51977714181,8.18,1.94,0.02794301807,6.88333333333333,-347.278978310987,-50.4521518127342,2.6965331963836,-53.1486850091178,47.5509525098319,FALSE
"296","July","SH3m","SH",3,"NH3",1600,1524.7987554528,0.025,"sediment",NA,1.12286974347435,1122.86974347435,8.18,1.98,0.02851916277,6.88333333333333,-401.929011978447,-58.3916240162393,2.6965331963836,-61.0881572126229,53.5500969166624,FALSE
"297","July","SH3m","SH",3,"NH3",1600,1524.7987554528,0.025,"sediment",NA,1.19777797927717,1197.77797927717,8.18,2.05,0.029527416,6.88333333333333,-327.020776175627,-47.5090715993647,2.6965331963836,-50.2056047957483,42.5076180013079,FALSE
"298","July","SH3m","SH",3,"NH3",2000,1766.57804233332,0.025,"sediment",NA,1.41882794304245,1418.82794304245,8.18,2.04,0.02938337982,6.93333333333333,-347.75009929087,-50.1562643207986,30.2641201945238,-80.4203845153224,68.4233612742736,FALSE
"299","July","SH3m","SH",3,"NH3",2000,1766.57804233332,0.025,"sediment",NA,1.30462821751665,1304.62821751665,8.18,2,0.02880723512,6.93333333333333,-461.94982481667,-66.6273785793274,30.2641201945238,-96.8914987738513,84.0860797385085,FALSE
"300","July","SH3m","SH",3,"NH3",2000,1766.57804233332,0.025,"sediment",NA,1.34636953633507,1346.36953633507,8.18,2.01,0.0289512713,6.93333333333333,-420.20850599825,-60.6069960574399,30.2641201945238,-90.8711162519637,78.4690206781729,FALSE
"301","July","GB10m","GB",10,"NH3",0,0,0.025,"sediment",NA,0.0136625084168651,13.6625084168651,8.18,2.09,0.01610746163,4.65,13.6625084168651,2.93817385308927,0.143884892086331,2.79428896100294,-4.33694803251712,FALSE
"302","July","GB10m","GB",10,"NH3",0,0,0.025,"sediment",NA,-0.00555922756272442,1,8.18,1.93,0.01487435452,4.65,1,0.21505376344086,0.143884892086331,0.0711688713545293,-0.119616739097545,FALSE
"303","July","GB10m","GB",10,"NH3",0,0,0.025,"sediment",NA,-0.00979931638175151,1,8.18,1.96,0.0151055621,4.65,1,0.21505376344086,0.143884892086331,0.0711688713545293,-0.117785870667019,FALSE
"304","July","GB10m","GB",10,"NH3",100,100.097504194365,0.025,"sediment",NA,0.0032978468592433,3.2978468592433,8.18,1.98,0.01525970049,6.76666666666667,-96.7996573351221,-14.3053680790821,-0.598390628488274,-13.7069774505938,22.456170518511,FALSE
"305","July","GB10m","GB",10,"NH3",100,100.097504194365,0.025,"sediment",NA,-0.00584190015065956,1,8.18,2.05,0.01579918485,6.76666666666667,-99.0975041943654,-14.6449513587732,-0.598390628488274,-14.0465607302849,22.2267174915118,FALSE
"306","July","GB10m","GB",10,"NH3",100,100.097504194365,0.025,"sediment",NA,-0.00179025972358922,1,8.18,2.03,0.01564504646,6.76666666666667,-99.0975041943654,-14.6449513587732,-0.598390628488274,-14.0465607302849,22.4456999316015,FALSE
"307","July","GB10m","GB",10,"NH3",200,175.131372258482,0.025,"sediment",NA,0.0192217359795895,19.2217359795895,8.18,2,0.01541383888,6.83333333333333,-155.909636278892,-22.8160443334965,2.9485122551058,-25.7645565886023,41.7880269626288,FALSE
"308","July","GB10m","GB",10,"NH3",200,175.131372258482,0.025,"sediment",NA,0.0106473341455569,10.6473341455569,8.18,2.07,0.01595332324,6.83333333333333,-164.484038112925,-24.0708348457939,2.9485122551058,-27.0193471008997,42.3412518733929,FALSE
"309","July","GB10m","GB",10,"NH3",200,175.131372258482,0.025,"sediment",NA,0.00555922756272442,5.55922756272442,8.18,1.95,0.01502849291,6.83333333333333,-169.572144695758,-24.8154358091353,2.9485122551058,-27.7639480642411,46.1855161234545,FALSE
"310","July","GB10m","GB",10,"NH3",800,630.548319487319,0.025,"sediment",NA,0.26985809728208,269.85809728208,8.18,1.94,0.01495142371,6.86666666666667,-360.690222205239,-52.5277022628988,21.3855669272342,-73.913269190133,123.589015039246,FALSE
"311","July","GB10m","GB",10,"NH3",800,630.548319487319,0.025,"sediment",NA,0.264487318111312,264.487318111312,8.18,2,0.01541383888,6.86666666666667,-366.061001376007,-53.3098545693214,21.3855669272342,-74.6954214965555,121.149932340144,FALSE
"312","July","GB10m","GB",10,"NH3",800,630.548319487319,0.025,"sediment",NA,0.21577340879049,215.77340879049,8.18,2.08,0.01603039244,6.86666666666667,-414.774910696829,-60.404113208276,21.3855669272342,-81.7896801355102,127.554082723863,FALSE
"313","July","GB10m","GB",10,"NH3",1600,1524.7987554528,0.025,"sediment",NA,0.755301154962694,755.301154962694,8.18,1.99,0.01533676969,6.85,-769.497600490103,-112.335416129942,2.6965331963836,-115.031949326326,187.510068370737,FALSE
"314","July","GB10m","GB",10,"NH3",1600,1524.7987554528,0.025,"sediment",NA,0.751720635515515,751.720635515515,8.18,2.09,0.01610746163,6.85,-773.078119937282,-112.858119698873,2.6965331963836,-115.554652895257,179.3495703259,FALSE
"315","July","GB10m","GB",10,"NH3",1600,1524.7987554528,0.025,"sediment",NA,0.877415712950674,877.415712950674,8.18,1.96,0.0151055621,6.85,-647.383042502123,-94.5084733579741,2.6965331963836,-97.2050065543577,160.876182413559,FALSE
"316","July","GB10m","GB",10,"NH3",2000,1766.57804233332,0.025,"sediment",NA,1.00179165164214,1001.79165164214,8.18,2.06,0.01587625405,6.96666666666667,-764.78639069118,-109.777950816916,30.2641201945238,-140.04207101144,220.521274367362,FALSE
"317","July","GB10m","GB",10,"NH3",2000,1766.57804233332,0.025,"sediment",NA,0.945634030839021,945.634030839021,8.18,2.01,0.01549090808,6.96666666666667,-820.944011494299,-117.838853324541,30.2641201945238,-148.102973519064,239.015964645541,FALSE
"318","July","GB10m","GB",10,"NH3",2000,1766.57804233332,0.025,"sediment",NA,1.03486434443055,1034.86434443055,8.18,1.98,0.01525970049,6.96666666666667,-731.71369790277,-105.030674340111,30.2641201945238,-135.294794534634,221.653751696005,FALSE
"319","July","BW0.5m","BW",0.5,"NH3",0,0,0.025,"biofilm",NA,0.00215497917454713,2.15497917454713,7.95,2,2.504,6.93333333333333,2.15497917454713,0.310814304021221,1.06956385396102,-0.758749549939795,0.00757537489955865,FALSE
"320","July","BW0.5m","BW",0.5,"NH3",0,0,0.025,"biofilm",NA,0.00146930398264577,1,7.95,2.04,2.5541,6.93333333333333,1,0.144230769230769,1.06956385396102,-0.925333084730246,0.00905733022131324,FALSE
"321","July","BW0.5m","BW",0.5,"NH3",0,0,0.025,"biofilm",NA,-0.00264474716876239,1,7.95,2.07,2.5916,6.93333333333333,1,0.144230769230769,1.06956385396102,-0.925333084730246,0.00892627223269646,FALSE
"322","July","BW0.5m","BW",0.5,"NH3",100,115.095478640585,0.025,"biofilm",NA,0.0584782985093017,58.4782985093017,7.95,2.02,2.529,7,-56.6171801312836,-8.08816859018338,-0.583057135970572,-7.5051114542128,0.0741905046877502,FALSE
"323","July","BW0.5m","BW",0.5,"NH3",100,115.095478640585,0.025,"biofilm",NA,0.0712122663588983,71.2122663588983,7.95,2.02,2.529,7,-43.8832122816871,-6.26903032595529,-0.583057135970572,-5.68597318998472,0.0562077223209245,FALSE
"324","July","BW0.5m","BW",0.5,"NH3",100,115.095478640585,0.025,"biofilm",NA,0.0656289112248444,65.6289112248444,7.95,2,2.504,7,-49.4665674157409,-7.06665248796299,-0.583057135970572,-6.48359535199242,0.0647323817091895,FALSE
"325","July","BW0.5m","BW",0.5,"NH3",200,252.818238613916,0.025,"biofilm",NA,0.143599975903913,143.599975903913,7.95,2.02,2.529,7.06666666666667,-109.218262710003,-15.4554145344343,-5.44238611232993,-10.0130284221044,0.0989820919543734,FALSE
"326","July","BW0.5m","BW",0.5,"NH3",200,252.818238613916,0.025,"biofilm",NA,0.148203795049537,148.203795049537,7.95,2.01,2.5165,7.06666666666667,-104.614443564379,-14.8039306930725,-5.44238611232993,-9.36154458074252,0.0930016350163175,FALSE
"327","July","BW0.5m","BW",0.5,"NH3",200,252.818238613916,0.025,"biofilm",NA,0.154178964578963,154.178964578963,7.95,2,2.504,7.06666666666667,-98.6392740349527,-13.9583878351348,-5.44238611232993,-8.51600172280488,0.0850239788618699,FALSE
"328","July","BW0.5m","BW",0.5,"NH3",800,669.512848092256,0.025,"biofilm",NA,0.62758870778743,627.58870778743,7.95,1.94,2.4289,7.03333333333333,-41.9241403048259,-5.9607782423923,8.88499386316699,-14.8457721055593,0.152803451207947,FALSE
"329","July","BW0.5m","BW",0.5,"NH3",800,669.512848092256,0.025,"biofilm",NA,0.711339034798239,711.339034798239,7.95,2.02,2.529,7.03333333333333,41.8261867059831,5.94685119042414,8.88499386316699,-2.93814267274285,0.0290445104067107,FALSE
"330","July","BW0.5m","BW",0.5,"NH3",800,669.512848092256,0.025,"biofilm",NA,0.695470551785664,695.470551785664,7.95,1.98,2.479,7.03333333333333,25.957703693408,3.6906687715746,8.88499386316699,-5.19432509159239,0.0523832703871762,FALSE
"331","July","BW0.5m","BW",0.5,"NH3",2000,1734.62763071198,0.025,"biofilm",NA,1.76757269112286,1767.57269112286,7.95,2.04,2.5541,7.18333333333333,32.9450604108802,4.5863193147397,29.7483411376881,-25.1620218229484,0.246290491982972,FALSE
"332","July","BW0.5m","BW",0.5,"NH3",2000,1734.62763071198,0.025,"biofilm",NA,1.77002153109394,1770.02153109394,7.95,2.05,2.5666,7.18333333333333,35.3939003819601,4.92722511117774,29.7483411376881,-24.8211160265104,0.241770396891903,FALSE
"333","July","BW0.5m","BW",0.5,"NH3",2000,1734.62763071198,0.025,"biofilm",NA,1.7521939761045,1752.1939761045,7.95,2.03,2.5416,7.18333333333333,17.5663453925201,2.44543091311185,29.7483411376881,-27.3029102245762,0.268560259527229,FALSE
"334","July","GB0.5m","GB",0.5,"NH3",0,0,0.025,"biofilm",NA,0.0485254609288657,48.5254609288657,8.18,2.01,1.5839,6.95,48.5254609288657,6.98208070918931,0.143884892086331,6.83819581710298,-0.107932884290406,FALSE
"335","July","GB0.5m","GB",0.5,"NH3",0,0,0.025,"biofilm",NA,0.0644493500492119,64.4493500492119,8.18,1.98,1.5602,6.95,64.4493500492119,9.27328777686502,0.143884892086331,9.12940288477869,-0.146285778822886,FALSE
"336","July","GB0.5m","GB",0.5,"NH3",0,0,0.025,"biofilm",NA,0.0558749482151793,55.8749482151793,8.18,2.01,1.5839,6.95,55.8749482151793,8.0395608942704,0.143884892086331,7.89567600218407,-0.124623966193953,FALSE
"337","July","GB0.5m","GB",0.5,"NH3",100,100.097504194365,0.025,"biofilm",NA,0.140676724595721,140.676724595721,8.18,2.01,1.5839,6.98333333333333,40.5792204013556,5.81086688324901,-0.598390628488274,6.40925751173728,-0.101162597255781,FALSE
"338","July","GB0.5m","GB",0.5,"NH3",100,100.097504194365,0.025,"biofilm",NA,0.164703894570208,164.703894570208,8.18,1.98,1.5602,6.98333333333333,64.6063903758426,9.25151174833068,-0.598390628488274,9.84990237681895,-0.157830764915058,FALSE
"339","July","GB0.5m","GB",0.5,"NH3",100,100.097504194365,0.025,"biofilm",NA,0.149628023213667,149.628023213667,8.18,1.98,1.5602,6.98333333333333,49.5305190193016,7.09267575455392,-0.598390628488274,7.6910663830422,-0.123238469155272,FALSE
"340","July","GB0.5m","GB",0.5,"NH3",200,175.131372258482,0.025,"biofilm",NA,0.191557790424046,191.557790424046,8.18,1.99,1.5681,7.05,16.426418165564,2.32998839227858,2.9485122551058,-0.618523862827223,0.00986103983845454,FALSE
